"methods","uri","name","handler","controller","middleware","domain","handler_exists","source_file","source_line"
"GET","admin/mod-gall-page/{id}/restore","voyager.mod-gall-page.restore","\TCG\Voyager\Http\Controllers\VoyagerBaseController@restore","\TCG\Voyager\Http\Controllers\VoyagerBaseController@restore","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","527"
"GET","admin/mod-gall-page/relation","voyager.mod-gall-page.relation","\TCG\Voyager\Http\Controllers\VoyagerBaseController@relation","\TCG\Voyager\Http\Controllers\VoyagerBaseController@relation","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","875"
"POST","admin/mod-gall-page/remove","voyager.mod-gall-page.media.remove","\TCG\Voyager\Http\Controllers\VoyagerBaseController@remove_media","\TCG\Voyager\Http\Controllers\VoyagerBaseController@remove_media","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","570"
"GET","admin/mod-gall-page","voyager.mod-gall-page.index","\TCG\Voyager\Http\Controllers\VoyagerBaseController@index","\TCG\Voyager\Http\Controllers\VoyagerBaseController@index","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","35"
"GET","admin/mod-gall-page/create","voyager.mod-gall-page.create","\TCG\Voyager\Http\Controllers\VoyagerBaseController@create","\TCG\Voyager\Http\Controllers\VoyagerBaseController@create","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","395"
"POST","admin/mod-gall-page","voyager.mod-gall-page.store","\TCG\Voyager\Http\Controllers\VoyagerBaseController@store","\TCG\Voyager\Http\Controllers\VoyagerBaseController@store","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","437"
"GET","admin/mod-gall-page/{id}","voyager.mod-gall-page.show","\TCG\Voyager\Http\Controllers\VoyagerBaseController@show","\TCG\Voyager\Http\Controllers\VoyagerBaseController@show","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","217"
"GET","admin/mod-gall-page/{id}/edit","voyager.mod-gall-page.edit","\TCG\Voyager\Http\Controllers\VoyagerBaseController@edit","\TCG\Voyager\Http\Controllers\VoyagerBaseController@edit","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","281"
"PUT|PATCH","admin/mod-gall-page/{id}","voyager.mod-gall-page.update","\TCG\Voyager\Http\Controllers\VoyagerBaseController@update","\TCG\Voyager\Http\Controllers\VoyagerBaseController@update","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","330"
"DELETE","admin/mod-gall-page/{id}","voyager.mod-gall-page.destroy","\TCG\Voyager\Http\Controllers\VoyagerBaseController@destroy","\TCG\Voyager\Http\Controllers\VoyagerBaseController@destroy","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","480"
"GET","admin/mod-photo-page/order","voyager.mod-photo-page.order","\TCG\Voyager\Http\Controllers\VoyagerBaseController@order","\TCG\Voyager\Http\Controllers\VoyagerBaseController@order","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","791"
"POST","admin/mod-photo-page/action","voyager.mod-photo-page.action","\TCG\Voyager\Http\Controllers\VoyagerBaseController@action","\TCG\Voyager\Http\Controllers\VoyagerBaseController@action","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","858"
"POST","admin/mod-photo-page/order","voyager.mod-photo-page.update_order","\TCG\Voyager\Http\Controllers\VoyagerBaseController@update_order","\TCG\Voyager\Http\Controllers\VoyagerBaseController@update_order","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","834"
"GET","admin/mod-photo-page/{id}/restore","voyager.mod-photo-page.restore","\TCG\Voyager\Http\Controllers\VoyagerBaseController@restore","\TCG\Voyager\Http\Controllers\VoyagerBaseController@restore","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","527"
"GET","admin/mod-photo-page/relation","voyager.mod-photo-page.relation","\TCG\Voyager\Http\Controllers\VoyagerBaseController@relation","\TCG\Voyager\Http\Controllers\VoyagerBaseController@relation","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","875"
"POST","admin/mod-photo-page/remove","voyager.mod-photo-page.media.remove","\TCG\Voyager\Http\Controllers\VoyagerBaseController@remove_media","\TCG\Voyager\Http\Controllers\VoyagerBaseController@remove_media","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","570"
"GET","admin/mod-photo-page","voyager.mod-photo-page.index","\TCG\Voyager\Http\Controllers\VoyagerBaseController@index","\TCG\Voyager\Http\Controllers\VoyagerBaseController@index","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","35"
"GET","admin/mod-photo-page/create","voyager.mod-photo-page.create","\TCG\Voyager\Http\Controllers\VoyagerBaseController@create","\TCG\Voyager\Http\Controllers\VoyagerBaseController@create","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","395"
"POST","admin/mod-photo-page","voyager.mod-photo-page.store","\TCG\Voyager\Http\Controllers\VoyagerBaseController@store","\TCG\Voyager\Http\Controllers\VoyagerBaseController@store","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","437"
"GET","admin/mod-photo-page/{id}","voyager.mod-photo-page.show","\TCG\Voyager\Http\Controllers\VoyagerBaseController@show","\TCG\Voyager\Http\Controllers\VoyagerBaseController@show","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","217"
"GET","admin/mod-photo-page/{id}/edit","voyager.mod-photo-page.edit","\TCG\Voyager\Http\Controllers\VoyagerBaseController@edit","\TCG\Voyager\Http\Controllers\VoyagerBaseController@edit","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","281"
"PUT|PATCH","admin/mod-photo-page/{id}","voyager.mod-photo-page.update","\TCG\Voyager\Http\Controllers\VoyagerBaseController@update","\TCG\Voyager\Http\Controllers\VoyagerBaseController@update","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","330"
"DELETE","admin/mod-photo-page/{id}","voyager.mod-photo-page.destroy","\TCG\Voyager\Http\Controllers\VoyagerBaseController@destroy","\TCG\Voyager\Http\Controllers\VoyagerBaseController@destroy","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","480"
"GET","admin/mod-repr-page/order","voyager.mod-repr-page.order","\TCG\Voyager\Http\Controllers\VoyagerBaseController@order","\TCG\Voyager\Http\Controllers\VoyagerBaseController@order","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","791"
"POST","admin/mod-repr-page/action","voyager.mod-repr-page.action","\TCG\Voyager\Http\Controllers\VoyagerBaseController@action","\TCG\Voyager\Http\Controllers\VoyagerBaseController@action","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","858"
"POST","admin/mod-repr-page/order","voyager.mod-repr-page.update_order","\TCG\Voyager\Http\Controllers\VoyagerBaseController@update_order","\TCG\Voyager\Http\Controllers\VoyagerBaseController@update_order","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","834"
"GET","admin/mod-repr-page/{id}/restore","voyager.mod-repr-page.restore","\TCG\Voyager\Http\Controllers\VoyagerBaseController@restore","\TCG\Voyager\Http\Controllers\VoyagerBaseController@restore","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","527"
"GET","admin/mod-repr-page/relation","voyager.mod-repr-page.relation","\TCG\Voyager\Http\Controllers\VoyagerBaseController@relation","\TCG\Voyager\Http\Controllers\VoyagerBaseController@relation","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","875"
"POST","admin/mod-repr-page/remove","voyager.mod-repr-page.media.remove","\TCG\Voyager\Http\Controllers\VoyagerBaseController@remove_media","\TCG\Voyager\Http\Controllers\VoyagerBaseController@remove_media","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","570"
"GET","admin/mod-repr-page","voyager.mod-repr-page.index","\TCG\Voyager\Http\Controllers\VoyagerBaseController@index","\TCG\Voyager\Http\Controllers\VoyagerBaseController@index","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","35"
"GET","admin/mod-repr-page/create","voyager.mod-repr-page.create","\TCG\Voyager\Http\Controllers\VoyagerBaseController@create","\TCG\Voyager\Http\Controllers\VoyagerBaseController@create","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","395"
"POST","admin/mod-repr-page","voyager.mod-repr-page.store","\TCG\Voyager\Http\Controllers\VoyagerBaseController@store","\TCG\Voyager\Http\Controllers\VoyagerBaseController@store","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","437"
"GET","admin/mod-repr-page/{id}","voyager.mod-repr-page.show","\TCG\Voyager\Http\Controllers\VoyagerBaseController@show","\TCG\Voyager\Http\Controllers\VoyagerBaseController@show","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","217"
"GET","admin/mod-repr-page/{id}/edit","voyager.mod-repr-page.edit","\TCG\Voyager\Http\Controllers\VoyagerBaseController@edit","\TCG\Voyager\Http\Controllers\VoyagerBaseController@edit","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","281"
"PUT|PATCH","admin/mod-repr-page/{id}","voyager.mod-repr-page.update","\TCG\Voyager\Http\Controllers\VoyagerBaseController@update","\TCG\Voyager\Http\Controllers\VoyagerBaseController@update","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","330"
"DELETE","admin/mod-repr-page/{id}","voyager.mod-repr-page.destroy","\TCG\Voyager\Http\Controllers\VoyagerBaseController@destroy","\TCG\Voyager\Http\Controllers\VoyagerBaseController@destroy","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","480"
"GET","admin/gall-globs/order","voyager.gall-globs.order","\TCG\Voyager\Http\Controllers\VoyagerBaseController@order","\TCG\Voyager\Http\Controllers\VoyagerBaseController@order","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","791"
"POST","admin/gall-globs/action","voyager.gall-globs.action","\TCG\Voyager\Http\Controllers\VoyagerBaseController@action","\TCG\Voyager\Http\Controllers\VoyagerBaseController@action","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","858"
"POST","admin/gall-globs/order","voyager.gall-globs.update_order","\TCG\Voyager\Http\Controllers\VoyagerBaseController@update_order","\TCG\Voyager\Http\Controllers\VoyagerBaseController@update_order","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","834"
"GET","admin/gall-globs/{id}/restore","voyager.gall-globs.restore","\TCG\Voyager\Http\Controllers\VoyagerBaseController@restore","\TCG\Voyager\Http\Controllers\VoyagerBaseController@restore","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","527"
"GET","admin/gall-globs/relation","voyager.gall-globs.relation","\TCG\Voyager\Http\Controllers\VoyagerBaseController@relation","\TCG\Voyager\Http\Controllers\VoyagerBaseController@relation","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","875"
"POST","admin/gall-globs/remove","voyager.gall-globs.media.remove","\TCG\Voyager\Http\Controllers\VoyagerBaseController@remove_media","\TCG\Voyager\Http\Controllers\VoyagerBaseController@remove_media","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","570"
"GET","admin/gall-globs","voyager.gall-globs.index","\TCG\Voyager\Http\Controllers\VoyagerBaseController@index","\TCG\Voyager\Http\Controllers\VoyagerBaseController@index","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","35"
"GET","admin/gall-globs/create","voyager.gall-globs.create","\TCG\Voyager\Http\Controllers\VoyagerBaseController@create","\TCG\Voyager\Http\Controllers\VoyagerBaseController@create","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","395"
"POST","admin/gall-globs","voyager.gall-globs.store","\TCG\Voyager\Http\Controllers\VoyagerBaseController@store","\TCG\Voyager\Http\Controllers\VoyagerBaseController@store","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","437"
"GET","admin/gall-globs/{id}","voyager.gall-globs.show","\TCG\Voyager\Http\Controllers\VoyagerBaseController@show","\TCG\Voyager\Http\Controllers\VoyagerBaseController@show","web|admin.user","","yes","vendor/tcg/voyager/src/Http/Controllers/VoyagerBaseController.php","217"
